psraid,sex,lifeq,snsuse,age,educ,race,inc,hisp
201498,1,3,1,20,5,1,7,2
201500,2,1,1,42,7,1,7,2
201503,1,1, ,23,3,6,4,1
201504,2,3,1,75,4,1,6,2
201506,1,3,11,25,3,2,1,2
201508,2,1,1,38,7,3,8,2
201509,2,2, ,21,5,2,8,2
201510,2,2,1,18,3,2,1,1
201516,1,5,1,34,6,2,1,2
201525,1,3,1,40,3,1,6,2
201529,1,3,1,22,5,3,98,2
201531,1,2,1,32,6,1,8,2
201533,1,2,88,78,6,1,3,2
201540,2,4, ,49,5,1,3,2
201549,2,2, ,62,2,1,2,2
201551,2,3,99,52,6,1,99,2
201553,1,2,1,70,6,1,7,2
201555,2,1,2,47,7,2,9,2
201556,2,1,1,21,6,3,1,2
201561,1,4,1,26,5,2,1,2
201565,2,4,1,19,5,1,6,2
201567,1,1, ,75,7,1,7,2
201568,1,3, ,28,1,2,98,1
201570,1,5, ,52,2,1,6,2
201572,1,5, ,85,5,1,6,2
201573,1,1, ,58,6,1,7,2
201575,1,3,1,23,6,3,8,2
201580,1,3,1,30,1,1,3,1
201583,2,4,1,33,6,2,3,2
201589,1,1,1,44,7,1,9,2
201596,2,4, ,86,5,1,3,2
201601,2,1, ,53,3,1,1,2
201609,2,3,1,19,5,1,6,2
201619,2,1,1,32,5,1,1,2
201626,1,3, ,69,3,6,1,1
201630,1,1,1,33,3,1,1,2
201643,1,4,1,24,7,1,7,2
201652,2,3, ,75,2,1,5,2
201658,2,4,1,57,3,1,9,2
201659,2,4,1,45,5,1,7,2
201660,2,4, ,52,3,1,1,2
201663,2,2, ,46,5,1,6,2
201669,2,1, ,71,7,1,99,2
201671,2,1,1,55,7,2,9,2
201676,2,1, ,59,1,1,3,2
201683,2,1,1,24,2,2,3,2
201686,2,3, ,69,1,1,1,1
201687,1,1, ,60,5,1,6,2
201688,1,9, ,62,4,1,99,2
201692,2,3,1,33,3,1,6,2
201702,1,3, ,43,3,1,2,2
201703,2,3,1,20,5,1,3,2
201705,1,3, ,72,3,1,99,2
201710,1,3, ,37,3,2,4,2
201716,1,4,1,32,7,3,5,2
201725,1,4, ,55,1,2,3,1
201726,1,1,1,28,6,1,6,1
201729,1,5, ,35,2,2,1,2
201730,1,4,2,42,6,2,8,1
201732,1,2,9,74,6,1,7,2
201733,1,1, ,62,6,1,6,2
201734,1,2,1,62,7,1,5,2
201736,1,2,1,40,6,1,8,2
201737,2,2,1,30,5,6,5,1
201738,2,3, ,62,6,1,6,2
201746,2,2,1,54,3,1,99,2
201753,1,1,2,56,7,1,8,2
201761,1,2, ,53,7,1,8,1
201767,1,3, ,39,2,1,1,2
201770,2,2,1,55,5,1,3,2
201773,2,3, ,54,6,1,7,2
201778,1,4,1,24,3,1,2,2
201785,1,1,1,58,6,1,9,2
201789,1,3, ,40,3,1,3,2
201790,1,2,1,32,5,1,9,2
201791,1,3, ,32,6,1,7,2
201792,2,1,1,47,6,1,9,2
201794,1,4,1,26,5,1,98,2
201795,2,3, ,66,3,1,5,2
201796,2,3, ,67,1,1,2,2
201797,1,8, ,49,3,5,6,2
201804,1,4,1,49,2,1,2,2
201807,1,3, ,56,3,1,6,2
201811,1,3,88,29,5,1,99,1
201812,1,2,1,46,6,1,9,2
201822,2,1, ,32,6,1,2,2
201828,1,1,1,27,3,1,5,2
201837,1,1,1,63,5,9,4,9
201839,2,3, ,79,5,4,98,1
201847,1,3, ,65,1,2,99,2
201859,2,3, ,79,3,1,2,2
201867,2,1, ,51,7,1,8,2
201879,1,3,1,42,6,3,4,2
201881,2,4, ,63,6,1,6,2
201883,1,2, ,19,3,1,98,2
201885,2,3,4,45,3,1,3,2
201895,1,4, ,36,8,2,5,1
201899,1,5,1,46,3,1,1,2
201900,1,2, ,54,3,2,1,2
201906,1,2, ,43,6,1,99,2
201908,1,4, ,25,1,4,2,1
201910,2,1,1,37,5,1,4,1
201926,2,3,1,40,5,2,5,2
201930,1,2, ,35,7,1,99,2
201936,2,4, ,59,2,1,1,2
201937,2,3, ,24,3,2,1,2
201938,2,2,1,43,7,1,7,2
201944,1,2,1,23,3,5,99,2
201945,2,2,1,18,3,1,3,2
201949,2,1,1,34,2,1,1,2
201952,2,2,1,72,5,1,6,2
201954,1,1,1,18,2,3,4,2
201957,1,2, ,78,3,1,6,2
201959,1,4,88,40,5,2,6,2
201960,2,2,1,32,3,3,7,2
201961,1,1,1,32,5,1,7,2
201963,1,3,1,58,3,1,9,2
201964,1,4, ,44,2,1,3,1
201977,2,5,1,60,5,1,2,2
201982,1,3,1,46,5,1,8,1
201998,2,3,1,40,5,1,6,2
202015,1,5,1,18,3,1,99,1
202017,1,3,1,26,3,1,3,2
202020,2,3,1,51,7,1,6,2
202031,1,2, ,82,6,1,4,2
202032,2,3,1,24,3,1,5,2
202037,1,3, ,25,2,1,3,1
202038,1,3,2,40,7,1,9,2
202040,1,2,1,64,1,1,1,1
202046,1,2, ,79,3,1,2,2
202049,1,3, ,26,5,1,6,2
202052,2,2,1,27,6,1,8,2
202054,2,4,1,37,3,2,2,1
202061,2,3, ,68,3,1,3,2
202064,1,3,2,23,7,3,4,2
202069,1,4,1,23,3,1,2,1
202071,1,3,1,47,3,1,3,2
202074,2,2,1,20,3,1,7,2
202076,1,5,1,50,3,4,3,2
202080,2,3,1,49,3,1,7,2
202083,2,2, ,77,3,1,4,2
202086,1,5, ,73,3,1,5,2
202091,2,3,1,41,6,1,99,2
202098,1,4, ,51,3,1,5,2
202099,1,3,1,32,6,3,6,2
202100,2,2,1,64,7,1,99,2
202109,1,2, ,62,3,1,99,2
202110,2,3,1,60,5,2,2,2
202115,2,2,1,50,5,1,6,2
202117,1,2,1,30,5,2,5,2
202118,2,3, ,24,3,1,2,2
202119,2,1, ,71,6,1,2,1
202121,1,2,1,48,6,1,9,2
202125,2,2,1,40,3,1,7,2
202131,1,3,1,29,3,1,98,2
202132,1,3,1,52,5,1,7,2
202138,2,1,1,26,6,3,6,2
202161,2,2, ,99,3,1,5,2
202165,1,1, ,80,6,1,3,2
202177,1,4, ,62,1,1,3,2
202178,1,2, ,48,1,1,99,2
202179,2,2,1,21,3,1,3,2
202185,1,4,1,30,6,1,2,2
202186,2,1, ,43,3,2,4,2
202190,2,2, ,30,5,1,6,1
202193,1,3,1,38,6,1,7,2
202197,1,2, ,56,7,1,8,2
202203,1,1, ,24,3,2,1,1
202212,2,2,1,55,3,2,4,2
202215,2,3, ,52,6,2,4,2
202225,1,1,1,20,3,1,2,2
202235,2,2, ,65,3,1,4,2
202239,2,3,1,19,5,1,3,2
202242,1,3,1,28,5,2,2,2
202243,1,3,2,25,7,1,99,2
202244,2,3,1,23,3,1,4,2
202250,2,4,1,26,5,1,5,2
202257,1,4,1,20,3,1,3,2
202260,2,3,1,63,7,1,7,2
202263,1,3,1,20,2,1,2,1
202264,2,2, ,48,6,1,99,2
202272,2,3,1,37,3,1,2,2
202273,1,4, ,22,2,1,98,1
202274,2,2, ,32,7,2,8,2
202282,1,3,1,18,2,1,98,2
202284,1,2, ,48,3,1,7,2
202286,2,1, ,85,3,1,2,2
202291,1,3, ,46,4,1,1,2
202295,1,3, ,37,3,2,3,2
202296,2,3,1,47,2,5,3,2
202304,1,3,1,18,3,2,3,2
202308,2,3,1,37,2,1,2,1
202310,1,2,2,51,6,1,8,2
202311,2,1,1,59,7,1,8,2
202317,1,3, ,65,3,1,5,2
202320,1,4, ,58,2,2,1,1
202321,1,1, ,63,7,1,99,2
202323,2,2, ,20,5,1,3,1
202326,1,3, ,34,5,2,5,2
202328,1,2,1,41,7,1,8,2
202336,1,2,1,46,6,1,8,2
202340,1,5,1,43,3,1,3,2
202342,1,3,99,60,7,1,1,9
202343,1,1,1,23,7,1,8,2
202345,2,4,1,20,2,1,1,2
202349,2,2,1,28,5,1,6,2
202352,2,3, ,76,5,1,5,2
202370,1,1,1,99,7,3,98,2
202371,2,1,9,58,6,4,99,1
202372,1,3,1,37,5,1,7,1
202374,1,4, ,35,3,8,2,1
202375,1,3, ,53,4,2,7,2
202376,2,2,2,53,7,1,9,2
202382,2,2,1,26,6,1,99,2
202390,1,4, ,87,4,1,4,2
202391,1,3,1,55,7,3,7,2
202393,2,2,1,28,3,2,3,1
202401,2,1,1,40,6,1,8,2
202409,1,3,1,50,6,1,8,2
202414,2,3,1,41,5,1,3,2
202421,1,4, ,59,2,1,2,2
202439,2,1, ,63,3,1,98,2
202441,1,3,1,27,6,1,9,2
202442,1,3, ,55,3,1,9,2
202443,1,1,1,35,6,1,8,2
202450,2,2,1,46,5,1,4,2
202451,2,1,1,51,6,1,7,2
202455,1,3,1,34,5,1,6,1
202462,2,1,1,18,2,8,2,1
202464,1,1, ,61,5,1,3,2
202470,1,2, ,58,5,1,1,2
202471,2,3,1,19,5,1,8,2
202485,1,1,1,20,2,6,98,1
202488,1,1, ,34,3,1,3,2
202491,2,2,12,18,3,1,3,2
202492,1,4,1,38,3,2,3,1
202498,2,3, ,35,5,6,3,1
202505,2,5, ,65,3,1,3,1
202507,1,3,1,28,5,1,4,1
202512,2,2,1,55,7,1,4,2
202513,2,1,1,22,6,1,6,2
202514,2,3,1,23,5,6,2,1
202515,2,3,1,43,5,1,8,2
202520,1,3,1,30,3,2,1,1
202521,2,3,1,29,5,1,3,1
202524,2,2, ,35,6,1,8,2
202525,1,5,1,18,3,5,98,2
202526,1,4,88,51,5,2,6,2
202532,2,2,1,28,4,1,6,2
202536,1,3,1,25,5,1,2,2
202540,2,2, ,32,7,6,6,1
202554,1,3, ,67,5,1,2,2
202558,2,2,1,27,5,1,2,2
202561,2,2,1,20,5,1,6,2
202575,1,3,1,22,5,1,4,2
202577,1,3, ,44,5,2,6,2
202596,1,3,1,20,5,1,6,2
202602,1,4,6,38,5,4,2,1
202607,2,8,1,47,6,1,98,2
202608,2,2, ,56,5,2,7,2
202614,2,4,1,35,5,1,5,2
202615,1,3,1,55,7,1,6,2
202616,2,2,1,51,2,1,2,2
202622,2,1,1,27,6,1,8,2
202626,1,2,1,33,7,1,5,1
202631,2,1,1,99,3,1,98,2
202634,2,3,1,53,6,2,7,2
202643,2,4,1,48,6,1,99,2
202644,1,2, ,51,2,1,2,9
202645,1,2,1,23,6,1,7,2
202651,1,2,1,36,7,1,9,2
202659,2,2,1,57,5,2,5,2
202666,1,1,1,61,3,1,3,2
202668,2,4,1,19,5,2,4,2
202669,1,2,1,52,5,1,4,2
202670,2,3,1,70,5,1,5,2
202671,1,4,1,35,1,1,1,1
202675,2,1,1,47,4,1,2,1
202676,1,3, ,56,2,2,5,2
202678,2,2, ,43,3,1,3,2
202680,2,5,88,66,6,1,1,1
202686,1,3,1,62,5,1,99,2
202688,1,2,1,50,6,1,9,2
202689,2,4,1,20,3,1,2,1
202690,1,2,2,46,7,1,8,2
202692,1,1,1,40,3,1,8,2
202697,1,1, ,80,3,1,3,2
202703,1,4,1,40,3,2,4,2
202708,1,3,1,57,7,1,9,2
202709,1,2,98,41,2,1,9,2
202713,1,9, ,69,5,1,5,2
202716,1,1, ,51,3,1,9,2
202722,2,1, ,72,3,1,7,2
202726,1,1, ,64,7,1,8,2
202734,1,2,1,18,2,1,6,2
202735,2,3, ,63,2,1,1,2
202743,1,3, ,43,2,6,99,1
202746,1,4, ,67,6,1,6,2
202753,1,2,88,43,5,1,4,2
202755,2,3,1,28,5,1,5,2
202756,2,1, ,79,6,1,99,2
202757,1,4, ,64,2,1,1,2
202762,2,4,88,25,2,1,1,2
202768,1,2, ,70,7,1,99,2
202770,1,3,1,28,4,6,4,1
202775,2,3, ,70,5,1,99,2
202776,2,2, ,42,3,1,1,2
202780,1,2,1,53,5,5,7,2
202783,2,2,1,44,5,1,7,2
202784,2,3,1,21,5,1,1,2
202785,1,3,1,35,5,1,2,2
202791,1,1, ,99,3,1,99,2
202799,2,2,1,18,3,1,4,2
202800,1,3, ,58,1,3,3,1
202806,1,2,2,46,7,1,8,2
202807,1,1, ,28,5,1,3,2
202810,2,3, ,85,2,1,98,2
202811,2,2,1,32,5,2,3,2
202812,1,2, ,56,3,1,7,2
202814,2,3,1,23,6,2,3,2
202816,2,2,1,19,3,1,7,2
202827,2,2, ,67,7,2,5,2
202830,2,2,1,20,3,1,7,2
202833,1,3, ,18,3,2,4,2
202837,1,2, ,58,5,1,4,2
202848,1,3, ,38,1,1,4,1
202850,2,3, ,40,7,3,7,2
202868,2,4,1,25,3,1,3,1
202869,1,2,1,61,3,1,7,2
202873,1,3, ,27,5,1,7,2
202874,1,1,1,68,7,1,7,2
202876,2,2,1,18,5,6,6,1
202880,2,1,1,21,3,3,2,2
202899,1,2,1,52,6,1,5,2
202901,1,4,3,29,5,1,5,2
202905,2,2, ,20,3,1,99,1
202906,1,5,1,37,6,3,1,2
202908,1,3,1,34,3,1,8,2
202914,1,2,1,58,5,2,9,2
202915,2,2,1,19,3,1,3,2
202916,2,1, ,45,7,1,7,2
202917,2,1, ,32,7,1,8,2
202924,1,2,99,32,5,1,7,2
202925,2,1, ,65,6,1,6,2
202927,1,1,1,18,2,1,7,2
202928,1,3, ,52,5,1,9,2
202932,1,1,1,20,2,1,4,2
202937,1,2, ,21,3,1,2,2
202938,2,5,1,99,5,1,99,2
202941,1,2, ,55,6,1,99,2
202952,2,1,1,25,7,1,3,2
202955,2,3,1,60,2,1,2,2
202956,2,5, ,52,3,1,1,2
202964,2,1,1,40,6,1,2,1
202965,2,3,11,49,7,1,7,2
202977,2,2, ,61,3,1,99,2
202980,1,3,1,20,5,2,6,2
202984,2,3,1,25,6,3,6,2
202986,1,4, ,38,1,1,2,1
202987,2,5, ,63,2,2,2,1
202993,1,3, ,33,5,2,6,2
202996,1,3, ,33,3,1,3,2
202998,2,4, ,59,5,2,99,2
203001,1,3, ,70,3,1,6,2
203013,1,3,1,60,3,2,6,2
203019,2,1,2,51,7,1,99,2
203021,2,3,1,63,7,1,3,2
203030,2,3, ,39,3,4,2,2
203031,1,1,1,22,5,1,8,2
203035,1,1, ,57,6,1,9,2
203036,2,1,1,51,6,1,7,2
203037,2,3, ,65,4,1,3,2
203041,1,2, ,70,2,1,3,2
203042,2,2,1,35,6,1,6,2
203045,1,4, ,56,3,2,99,2
203047,1,4,1,19,5,1,2,2
203048,2,2,1,22,6,1,2,2
203053,1,1,1,27,6,1,5,2
203056,1,2,1,22,5,1,9,2
203060,2,3, ,50,5,1,2,2
203061,1,2,1,67,6,2,8,2
203062,2,3, ,50,3,1,6,2
203067,1,2, ,57,6,1,7,2
203068,2,3,1,47,5,1,7,2
203085,1,8, ,23,8,1,98,2
203087,1,1, ,43,7,1,99,2
203096,1,2, ,83,7,1,6,2
203101,2,3,1,18,2,1,8,2
203108,2,3,1,53,6,1,6,2
203111,2,2, ,62,3,1,7,2
203115,1,1,1,84,5,1,6,2
203118,1,2, ,27,2,2,8,2
203120,1,5,1,49,3,1,2,2
203122,1,3,1,36,1,2,1,1
203123,2,3, ,60,3,4,1,2
203125,2,3,1,54,6,1,6,2
203126,1,2, ,46,3,2,5,2
203128,1,2, ,32,6,1,7,2
203134,2,3, ,69,2,1,99,2
203135,2,2,1,43,3,1,6,2
203138,2,2,1,24,6,1,4,2
203142,1,2,1,41,5,1,7,2
203155,1,1,1,39,5,1,4,2
203164,1,3,1,40,2,5,7,2
203168,1,2,1,37,5,1,8,1
203169,2,4,1,53,6,4,7,1
203172,2,5, ,81,3,1,3,2
203173,2,3,1,32,3,2,2,2
203175,2,2, ,59,5,1,2,2
203178,1,2, ,22,6,1,6,2
203181,1,1,1,18,3,3,7,2
203186,2,1,1,35,7,1,99,2
203187,1,4, ,56,6,1,4,1
203188,1,2,1,59,7,1,7,2
203195,1,4, ,35,5,1,99,2
203202,2,4, ,52,1,1,3,9
203204,2,2,1,62,5,1,99,2
203209,2,4, ,51,3,2,1,2
203210,2,9, ,72,5,1,2,2
203215,2,4,1,28,5,1,3,2
203217,2,2, ,69,1,2,2,2
203218,2,2, ,53,5,2,1,2
203219,2,1,1,78,5,1,7,2
203236,1,1, ,64,3,1,6,2
203251,1,3, ,31,3,1,7,2
203252,1,3, ,33,5,1,7,2
203254,1,2, ,76,7,1,8,2
203255,1,5, ,67,5,1,99,2
203259,2,2,1,67,5,1,3,2
203263,2,3,1,64,5,1,5,2
203266,1,4,1,28,7,1,3,2
203267,1,4,1,26,3,1,98,1
203268,2,4, ,85,2,1,1,2
203270,2,3, ,64,4,1,3,2
203275,1,3,1,46,5,1,8,2
203277,1,3,1,31,3,1,4,1
203280,2,2,1,50,6,1,99,2
203282,2,1,1,22,5,6,1,2
203283,2,1,1,25,5,9,3,1
203286,1,2,1,21,5,3,3,2
203290,1,2,1,31,3,1,5,2
203291,1,1, ,20,3,1,3,1
203301,2,1, ,99,7,2,99,2
203303,1,4,88,59,5,1,7,2
203304,1,2,1,44,6,1,8,2
203307,2,3, ,66,3,1,1,1
203316,1,5, ,68,2,4,1,2
203319,2,3,1,30,5,2,3,2
203320,2,2, ,65,6,1,5,2
203322,2,2,1,19,3,1,7,2
203324,2,3,1,18,3,1,2,2
203326,1,4, ,47,3,4,4,2
203331,1,3,98,50,3,2,1,2
203332,1,4, ,55,3,1,99,1
203340,2,1,1,99,9,9,99,9
203346,2,1,1,55,5,1,2,2
203347,1,2,1,20,5,1,98,9
203350,1,2,1,18,5,1,8,2
203353,1,3,1,18,3,1,3,2
203364,1,3,1,39,6,1,6,2
203367,1,1,1,18,5,1,9,2
203373,1,4,1,64,7,1,9,2
203378,2,3,1,41,6,1,5,2
203382,1,3, ,40,6,1,7,2
203394,1,2, ,62,7,1,99,2
203399,2,4,1,60,6,1,2,2
203401,1,3,1,24,3,1,2,2
203412,1,5,1,62,5,1,3,2
203413,2,4, ,62,3,1,3,2
203430,2,3,1,26,5,1,1,2
203445,2,4, ,48,1,4,3,1
203446,2,2, ,64,6,1,99,1
203450,2,3,1,65,3,1,2,2
203456,2,3,1,47,7,1,2,2
203458,2,3, ,37,2,1,1,2
203466,1,2,1,18,2,1,3,2
203467,1,3,1,57,3,1,4,2
203470,1,4, ,58,3,1,6,2
203484,1,1, ,72,7,1,6,2
203485,1,3,1,49,7,1,8,2
203486,1,3,1,33,5,2,5,2
203491,1,4, ,51,5,1,6,2
203502,1,2, ,57,5,1,7,2
203507,1,3,1,18,3,1,98,1
203516,2,3, ,51,7,1,6,2
203519,1,3,1,21,5,2,6,2
203524,1,3,1,19,5,6,1,1
203527,1,3, ,67,2,2,2,2
203531,1,2, ,78,3,1,4,2
203546,1,5, ,63,5,4,9,2
203556,2,3,1,44,5,1,3,2
203560,1,2,1,23,3,4,5,2
203565,2,3,1,38,6,2,8,2
203570,2,1,12,29,5,1,98,2
203571,2,1,1,68,3,1,3,2
203575,2,2,1,45,4,1,9,2
203576,1,1,1,45,3,2,3,2
203589,1,2,1,32,6,6,8,1
203592,1,4,2,67,7,1,98,2
203600,2,2,1,68,5,1,99,2
203607,2,1,1,24,5,1,2,2
203616,2,3, ,61,2,2,1,2
203617,2,3, ,70,3,2,2,2
203620,1,1,1,34,7,9,99,9
203629,2,3,1,37,5,1,3,2
203631,1,2,1,49,5,1,7,2
203648,2,2,1,19,5,2,7,2
203651,1,1,1,30,3,4,6,2
203655,2,2,1,40,5,5,8,2
203656,2,2,1,41,5,1,6,2
203662,2,1, ,99,5,4,99,2
203664,2,3, ,39,1,2,1,1
203669,1,1,1,18,3,5,4,2
203676,2,2,1,42,7,2,6,2
203678,2,3,1,44,5,2,4,2
203679,1,3, ,60,5,2,6,2
203686,1,3, ,76,5,1,2,2
203689,1,4,1,32,3,1,4,2
203695,1,2,1,23,6,1,4,2
203699,1,4, ,60,2,2,98,2
203700,1,3,1,46,3,1,7,2
203704,1,1,88,59,6,1,6,2
203707,1,2,1,24,3,2,3,2
203724,1,3, ,72,3,1,99,2
203725,1,1,1,37,6,1,8,2
203735,1,1,1,26,2,3,6,2
203737,2,1,1,44,5,1,9,2
203746,2,2, ,78,3,1,2,2
203750,2,1, ,77,7,1,99,2
203751,1,3,88,63,7,1,7,2
203762,1,2,1,36,5,1,3,2
203768,2,3,12,63,5,2,99,2
203770,1,2,1,55,6,1,99,2
203772,1,3,1,27,6,1,2,1
203774,1,2,1,24,6,6,5,1
203783,2,4,1,49,5,1,6,2
203790,1,2, ,50,1,1,1,1
203806,1,2, ,70,7,2,9,2
203807,2,4, ,48,3,1,2,2
203813,1,3,1,43,5,1,2,2
203814,1,3, ,61,5,1,2,2
203815,2,2, ,50,5,4,8,9
203819,1,1,1,18,2,3,5,2
203825,1,1,1,19,2,2,98,2
203827,1,1, ,67,6,2,7,2
203831,1,1,1,45,7,1,9,2
203833,2,3, ,46,6,1,3,2
203837,1,1,1,34,6,1,6,2
203838,1,3, ,57,4,1,98,1
203844,2,1,12,65,5,1,7,2
203864,1,2,1,25,3,3,98,2
203868,2,3, ,83,3,1,1,2
203869,2,4, ,99,2,1,98,2
203881,1,3,1,38,7,9,9,2
203895,2,2,1,28,2,1,2,2
203910,2,3,1,25,5,1,99,2
203922,2,2,1,21,5,3,3,2
203926,1,2,1,42,7,3,5,2
203927,1,3, ,76,3,1,5,2
203929,2,4,99,49,6,2,4,2
203937,1,2,1,33,6,2,6,2
203938,1,3,1,31,4,6,6,1
203946,1,3, ,52,3,1,7,2
203948,2,2,1,33,6,1,6,2
203950,2,2, ,61,3,1,2,1
203956,2,2,1,67,5,1,8,2
